order_id,order_complexity,supplier_a,material_lead_time,machine_queue_length,export_flag,approval_duration,carrier_express,shipment_delay,machine_id,worker_id,material_id,shipment_id,timestamp,event_type
ORD_0019,5.0,0.0,2.1707605987701695,5.433129656162613,1.0,12.993007625472803,1.0,1.7540792570897412,MCH_04,WRK_05,MAT_B,SHP_0019,2023-01-08 23:12:49.996072850,production_started
ORD_0020,6.0,1.0,9.914555393918796,4.696654174678361,0.0,10.938199993991478,0.0,10.104736607492875,MCH_05,WRK_06,MAT_A,SHP_0020,2023-01-09 03:34:36.776676524,material_received
ORD_0021,4.0,0.0,0.8738541069275068,5.7151355930152805,0.0,12.070755977633036,1.0,0.996694883192336,MCH_06,WRK_07,MAT_B,SHP_0021,2023-01-09 10:35:56.748015755,quality_check
ORD_0022,2.0,0.0,1.8503641481537005,1.6219096844955663,1.0,10.034186858797039,1.0,0.6668863615633676,MCH_07,WRK_08,MAT_B,SHP_0022,2023-01-09 14:59:11.331838219,quality_check
ORD_0023,10.0,1.0,10.194482857251693,8.833256468567795,1.0,16.818991957190818,0.0,11.754056182610842,MCH_08,WRK_09,MAT_A,SHP_0023,2023-01-10 00:48:08.447916949,shipment_dispatched
ORD_0024,8.0,1.0,9.416731637823094,8.559141771298195,1.0,16.45159374979596,0.0,10.437202412494141,MCH_01,WRK_10,MAT_A,SHP_0024,2023-01-10 13:24:26.606774575,material_received
ORD_0025,7.0,1.0,9.255412494294331,6.4265837735376286,1.0,14.343326881991635,0.0,9.484808135552589,MCH_02,WRK_11,MAT_A,SHP_0025,2023-01-10 14:27:02.003997308,material_received
ORD_0026,5.0,1.0,11.0250611182268,5.279301559679075,1.0,12.720422934704228,0.0,9.164428490306273,MCH_03,WRK_12,MAT_A,SHP_0026,2023-01-10 23:47:08.866295767,quality_check
ORD_0027,9.0,1.0,8.643996650534758,8.51960607714668,1.0,18.210925845709617,0.0,8.947799210405005,MCH_04,WRK_13,MAT_A,SHP_0027,2023-01-11 04:49:44.177777107,quality_check
ORD_0028,6.0,1.0,10.486523767987451,6.06591340285711,1.0,12.719816603892623,1.0,9.364141540704933,MCH_05,WRK_14,MAT_A,SHP_0028,2023-01-11 20:37:58.660089114,order_placed
ORD_0029,5.0,0.0,2.916999788699352,5.31505527180976,1.0,14.533643442953743,1.0,2.981133948244717,MCH_06,WRK_15,MAT_B,SHP_0029,2023-01-12 12:12:09.435524392,shipment_dispatched
ORD_0030,5.0,0.0,1.9198668307064302,5.41391870455334,1.0,12.796740953097045,1.0,0.9978673653986007,MCH_07,WRK_01,MAT_B,SHP_0030,2023-01-12 21:25:00.400017360,production_started
ORD_0031,3.0,0.0,2.073687557534139,3.674702621224044,0.0,10.294691294746496,1.0,1.708331292899095,MCH_08,WRK_02,MAT_B,SHP_0031,2023-01-13 13:47:40.997031515,production_started
ORD_0032,1.0,0.0,2.070833013638269,1.104512010506761,1.0,10.57337501508625,1.0,1.5163492193883674,MCH_01,WRK_03,MAT_B,SHP_0032,2023-01-13 19:40:56.312109356,order_placed
ORD_0033,6.0,1.0,9.64555820507483,4.44995779934281,1.0,13.116733558579757,1.0,9.088938098596497,MCH_02,WRK_04,MAT_A,SHP_0033,2023-01-14 09:45:11.308258200,order_placed
ORD_0034,9.0,1.0,9.02436691404977,9.398128936188714,0.0,17.067404985947913,0.0,10.147265665202974,MCH_03,WRK_05,MAT_A,SHP_0034,2023-01-14 18:44:45.437603098,material_received
ORD_0035,1.0,0.0,1.7574814188570644,3.0437787508512644,0.0,9.395715757922213,0.0,1.3551409149420475,MCH_04,WRK_06,MAT_B,SHP_0035,2023-01-15 23:09:38.580663994,production_started
ORD_0036,9.0,1.0,9.21582037528175,8.73747348239008,0.0,15.105573083076385,0.0,10.070531383285987,MCH_05,WRK_07,MAT_A,SHP_0036,2023-01-16 09:50:49.291849987,material_received
ORD_0037,9.0,1.0,9.241361839520893,8.729122841991781,1.0,17.76345890664429,1.0,9.595567011431315,MCH_06,WRK_08,MAT_A,SHP_0037,2023-01-16 12:44:57.426656920,material_received
ORD_0038,3.0,0.0,1.8513950155583443,2.684811805502859,1.0,8.783576039530217,0.0,1.3396555192970219,MCH_07,WRK_09,MAT_B,SHP_0038,2023-01-16 18:03:19.468687282,production_started
ORD_0039,7.0,1.0,7.707340168771142,4.361414651386086,1.0,11.039440347659783,1.0,7.569835951664253,MCH_08,WRK_10,MAT_A,SHP_0039,2023-01-17 12:16:59.701713730,order_placed
ORD_0040,2.0,1.0,9.578119270343562,2.5513115241868327,0.0,7.786782644915919,0.0,8.509784791344265,MCH_01,WRK_11,MAT_A,SHP_0040,2023-01-17 14:23:52.837977571,order_placed
ORD_0041,8.0,1.0,9.078025775876855,5.702647814354851,1.0,13.628298220796841,0.0,8.700323738155149,MCH_02,WRK_12,MAT_A,SHP_0041,2023-01-17 18:49:47.205595995,order_placed
ORD_0042,8.0,1.0,8.006551130708239,7.784399696286157,0.0,14.737405552262482,1.0,7.928191176102486,MCH_03,WRK_13,MAT_A,SHP_0042,2023-01-17 22:49:47.205595995,production_started
ORD_0043,4.0,1.0,9.21995918807125,5.704239177717341,1.0,13.676571835179466,0.0,8.980093695636468,MCH_04,WRK_14,MAT_A,SHP_0043,2023-01-19 00:10:20.870015755,shipment_dispatched
ORD_0044,1.0,0.0,1.7952340175940877,1.3838614374022153,0.0,5.56018045465044,1.0,-0.7067249328923717,MCH_05,WRK_15,MAT_B,SHP_0044,2023-01-19 16:39:57.141441772,quality_check
ORD_0045,10.0,1.0,10.520195621665977,8.641304600154747,0.0,16.442169250201843,1.0,11.097276859929128,MCH_06,WRK_01,MAT_A,SHP_0045,2023-01-19 19:37:47.300087817,production_started
ORD_0046,5.0,1.0,25.608848136408284,4.194172380867113,0.0,8.811426198198292,1.0,22.117770664486354,MCH_07,WRK_02,MAT_A,SHP_0046,2023-01-20 18:07:12.478513032,quality_check
ORD_0047,9.0,1.0,10.034232143898796,8.444252040607685,1.0,17.378853298507533,1.0,11.221012776877881,MCH_08,WRK_03,MAT_A,SHP_0047,2023-01-21 10:13:34.507325054,material_received
ORD_0048,7.0,1.0,10.606249602708573,6.766769676294191,1.0,16.27397977970431,0.0,11.21166032666845,MCH_01,WRK_04,MAT_A,SHP_0048,2023-01-21 18:55:28.882773848,shipment_dispatched
ORD_0049,8.0,1.0,8.997545032782726,6.580869443000408,1.0,15.506488070023766,0.0,9.57125426520481,MCH_02,WRK_05,MAT_A,SHP_0049,2023-01-22 09:05:05.696571466,shipment_dispatched
ORD_0050,8.0,1.0,9.462002232110596,8.51257453491742,1.0,17.131642804186328,0.0,10.327401389810875,MCH_03,WRK_06,MAT_A,SHP_0050,2023-01-22 22:39:11.683565449,shipment_dispatched
ORD_0051,2.0,0.0,3.482953419927761,5.502369806214906,0.0,9.097811855114069,1.0,2.178182447613039,MCH_04,WRK_07,MAT_B,SHP_0051,2023-01-23 08:59:46.426153979,quality_check
ORD_0052,4.0,0.0,2.283180924119397,5.589858851604946,0.0,10.958704738789733,1.0,0.8455313877143046,MCH_05,WRK_08,MAT_B,SHP_0052,2023-01-23 10:22:45.613186367,production_started
ORD_0053,5.0,0.0,2.398999873655142,5.0893957783254224,0.0,13.265589926422283,1.0,2.1301210224452483,MCH_06,WRK_09,MAT_B,SHP_0053,2023-01-23 11:35:24.907824329,material_received
ORD_0054,5.0,1.0,9.174196860825338,5.077457463502689,1.0,12.402978459887827,1.0,7.3423778451072845,MCH_07,WRK_10,MAT_A,SHP_0054,2023-01-23 18:06:55.620564781,order_placed
ORD_0055,1.0,0.0,2.6496406643457924,1.4864407869539513,0.0,6.026233716413371,1.0,0.7032469324195493,MCH_08,WRK_11,MAT_B,SHP_0055,2023-01-23 22:06:55.620564781,shipment_dispatched
ORD_0056,6.0,1.0,9.468285909051533,5.4658270672300935,0.0,11.409067171261958,0.0,9.209475083704765,MCH_01,WRK_12,MAT_A,SHP_0056,2023-01-24 03:09:45.887486917,order_placed
ORD_0057,2.0,0.0,0.6343176496961107,3.7581566426281725,1.0,11.498381957291997,1.0,-0.8230547903681746,MCH_02,WRK_13,MAT_B,SHP_0057,2023-01-24 11:38:53.185590700,order_placed
ORD_0058,8.0,1.0,9.215813972813747,8.601706950018826,0.0,14.495958307293844,0.0,9.57856459013244,MCH_03,WRK_14,MAT_A,SHP_0058,2023-01-24 12:14:19.657258951,shipment_dispatched
ORD_0059,7.0,0.0,1.1534569678241735,5.630470489719082,1.0,14.329240837553986,0.0,2.888515740076743,MCH_04,WRK_15,MAT_B,SHP_0059,2023-01-24 14:37:00.837113419,order_placed
ORD_0060,10.0,1.0,9.589792771418036,9.566315412424096,0.0,17.026744234373076,0.0,10.334965884092975,MCH_05,WRK_01,MAT_A,SHP_0060,2023-01-24 18:40:02.571412502,order_placed
ORD_0061,8.0,1.0,8.766528722352897,8.711125410900234,0.0,13.357521911300388,1.0,8.023788875289258,MCH_06,WRK_02,MAT_A,SHP_0061,2023-01-26 00:40:02.571412502,production_started
ORD_0062,4.0,0.0,2.482502772553984,4.049817980105327,1.0,8.31173547990188,1.0,2.091986594480254,MCH_07,WRK_03,MAT_B,SHP_0062,2023-01-26 14:16:51.615391840,production_started
ORD_0063,10.0,1.0,9.535810736747036,8.988466185433868,1.0,17.14071314241005,1.0,10.081998723741942,MCH_08,WRK_04,MAT_A,SHP_0063,2023-01-26 15:54:50.808373212,production_started
ORD_0064,5.0,0.0,1.1015927971369082,5.895982676647643,0.0,10.311762814060124,1.0,0.6827517460586368,MCH_01,WRK_05,MAT_B,SHP_0064,2023-01-26 16:50:37.779957573,production_started
ORD_0065,4.0,1.0,9.105969507509053,5.124417916857013,0.0,11.132922821360332,1.0,8.052677284735402,MCH_02,WRK_06,MAT_A,SHP_0065,2023-01-26 19:54:07.054619836,order_placed
ORD_0066,10.0,1.0,9.996450161304868,9.629058329592093,0.0,16.168551546251248,0.0,10.972282506534507,MCH_03,WRK_07,MAT_A,SHP_0066,2023-01-27 12:22:05.942119121,material_received
ORD_0067,4.0,0.0,3.018394428651173,4.654228755207118,1.0,12.714642384683838,1.0,2.079661296878027,MCH_04,WRK_08,MAT_B,SHP_0067,2023-01-27 13:51:46.188470163,quality_check
ORD_0068,1.0,0.0,1.378063014980853,2.38858759383628,0.0,7.785012870186586,0.0,-0.07972869337514266,MCH_05,WRK_09,MAT_B,SHP_0068,2023-01-27 21:38:30.555513035,material_received
ORD_0069,5.0,1.0,8.622047604047163,4.922282709148615,1.0,11.292067583677952,1.0,8.463268816431377,MCH_06,WRK_10,MAT_A,SHP_0069,2023-01-28 08:47:30.335720325,order_placed
ORD_0070,8.0,1.0,11.060787952240844,6.482283984713033,1.0,14.08984861391007,0.0,11.476570425833778,MCH_07,WRK_11,MAT_A,SHP_0070,2023-01-29 04:36:52.256508855,material_received
ORD_0071,2.0,1.0,9.492185642803994,1.2433855249251908,1.0,7.052460929305715,1.0,8.108497882480853,MCH_08,WRK_12,MAT_A,SHP_0071,2023-01-29 14:07:20.370722017,order_placed
ORD_0072,5.0,0.0,2.1731751482575787,5.795561430008879,0.0,12.753894502759392,0.0,2.3878066707937626,MCH_01,WRK_13,MAT_B,SHP_0072,2023-01-30 07:01:51.047737030,material_received
ORD_0073,2.0,0.0,1.5084871559186808,2.908197085258503,0.0,7.669836341787267,1.0,0.8226000574152672,MCH_02,WRK_14,MAT_B,SHP_0073,2023-01-31 12:50:48.488369363,material_received
ORD_0074,7.0,1.0,9.67217618283231,7.255519584025104,1.0,17.033339565990428,0.0,9.693229533115638,MCH_03,WRK_15,MAT_A,SHP_0074,2023-01-31 13:39:01.444317093,production_started
ORD_0075,5.0,1.0,10.872076541232142,4.371120708451452,0.0,11.350382860747962,0.0,9.40916924374432,MCH_04,WRK_01,MAT_A,SHP_0075,2023-01-31 23:39:01.444317093,quality_check
ORD_0076,4.0,1.0,9.703492215085546,4.502585943751777,1.0,11.790694393583548,0.0,9.226118925475218,MCH_05,WRK_02,MAT_A,SHP_0076,2023-02-01 11:45:05.418485852,production_started
ORD_0077,3.0,0.0,2.9519705993114753,3.6786400260682175,1.0,10.171394311959862,0.0,3.0208832244604054,MCH_06,WRK_03,MAT_B,SHP_0077,2023-02-01 14:08:16.263985697,order_placed
ORD_0078,6.0,1.0,9.523187085229061,7.279007318727931,0.0,12.511932872995919,1.0,9.226536387728665,MCH_07,WRK_04,MAT_A,SHP_0078,2023-02-01 18:29:03.496395133,production_started
ORD_0079,7.0,1.0,8.679357447500845,7.651754931375709,1.0,16.899216831233396,1.0,8.792506116178389,MCH_08,WRK_05,MAT_A,SHP_0079,2023-02-02 09:49:48.518120554,order_placed
ORD_0080,10.0,1.0,8.953410664565606,8.460039525008582,0.0,14.977626821074466,0.0,9.494459443877172,MCH_01,WRK_06,MAT_A,SHP_0080,2023-02-02 18:39:27.345734277,material_received
ORD_0081,5.0,1.0,8.605758259756136,5.704552942679621,0.0,10.64127962828562,0.0,8.28119439479379,MCH_02,WRK_07,MAT_A,SHP_0081,2023-02-03 03:21:55.943052465,quality_check
ORD_0082,2.0,0.0,2.274229266869348,2.053108534192152,0.0,7.845539616285765,0.0,1.6955107758699253,MCH_03,WRK_08,MAT_B,SHP_0082,2023-02-03 12:21:28.851282914,material_received
ORD_0083,9.0,1.0,10.47911103492,5.787020128445058,1.0,14.721605644262151,1.0,10.345983347009213,MCH_04,WRK_09,MAT_A,SHP_0083,2023-02-03 14:08:46.294306596,shipment_dispatched
ORD_0084,7.0,1.0,9.628808753720659,8.525951062037734,0.0,14.045569326599107,1.0,8.92310680618449,MCH_05,WRK_10,MAT_A,SHP_0084,2023-02-03 16:22:55.793502220,shipment_dispatched
ORD_0085,8.0,1.0,9.253774545095785,7.225070246576978,0.0,13.92643986339723,1.0,8.435164965349042,MCH_06,WRK_11,MAT_A,SHP_0085,2023-02-03 19:27:50.608083357,material_received
ORD_0086,1.0,0.0,1.4682881981701015,3.0394631176554547,1.0,10.757744124513975,0.0,0.9784646255189938,MCH_07,WRK_12,MAT_B,SHP_0086,2023-02-05 01:27:50.608083357,production_started
ORD_0087,4.0,1.0,9.78435669027614,3.7386569475731477,0.0,11.002136867560003,0.0,9.104757645067373,MCH_08,WRK_13,MAT_A,SHP_0087,2023-02-06 02:30:03.581016668,material_received
ORD_0088,8.0,1.0,8.509494357765101,6.792651567384029,0.0,12.732416577017323,0.0,8.076663010100795,MCH_01,WRK_14,MAT_A,SHP_0088,2023-02-06 10:29:47.520790925,production_started
ORD_0089,9.0,1.0,8.592719137389556,7.853407134015611,0.0,14.309661398742419,1.0,9.616039203446036,MCH_02,WRK_15,MAT_A,SHP_0089,2023-02-06 14:15:18.186996137,order_placed
ORD_0090,5.0,0.0,25.77139211336027,5.452649324517402,0.0,11.981695569333375,1.0,23.002461911491594,MCH_03,WRK_01,MAT_B,SHP_0090,2023-02-06 17:36:07.133303450,order_placed
ORD_0091,9.0,1.0,9.277811950127521,8.576146567342553,0.0,16.77171490053822,1.0,9.168631162640079,MCH_04,WRK_02,MAT_A,SHP_0091,2023-02-07 00:37:34.690887835,production_started
ORD_0092,9.0,1.0,9.262036645586655,8.8976966953208,0.0,16.147748513327105,0.0,10.153650098952612,MCH_05,WRK_03,MAT_A,SHP_0092,2023-02-07 07:42:24.969181115,material_received
ORD_0093,4.0,1.0,9.364747186949801,3.903631073577279,1.0,11.445267257483899,1.0,8.242506901661297,MCH_06,WRK_04,MAT_A,SHP_0093,2023-02-07 08:51:49.684196417,order_placed
ORD_0094,9.0,1.0,10.08069685339675,8.440427072378807,1.0,16.39898199717913,1.0,9.779315054185334,MCH_07,WRK_05,MAT_A,SHP_0094,2023-02-07 10:17:56.657032643,production_started
ORD_0095,3.0,1.0,9.632402138419494,2.7568288435166868,1.0,9.295526314572857,0.0,8.005144499249354,MCH_08,WRK_06,MAT_A,SHP_0095,2023-02-07 12:54:41.811361498,quality_check
ORD_0096,3.0,0.0,1.5055348466672693,5.069297892515984,1.0,12.511305376405721,1.0,0.831050581080975,MCH_01,WRK_07,MAT_B,SHP_0096,2023-02-07 17:03:40.221397227,order_placed
ORD_0097,7.0,1.0,8.934326226441199,5.485999359304016,1.0,14.073303814238669,0.0,9.110336578934346,MCH_02,WRK_08,MAT_A,SHP_0097,2023-02-07 17:56:24.045455696,material_received
ORD_0098,7.0,1.0,9.343911351322372,5.978029366502317,0.0,12.409945707698066,0.0,10.042396413446308,MCH_03,WRK_09,MAT_A,SHP_0098,2023-02-07 19:09:14.554821859,order_placed
ORD_0099,2.0,0.0,2.3417757941549135,2.3765757808797336,0.0,6.362504442331439,0.0,0.8817627843408288,MCH_04,WRK_10,MAT_B,SHP_0099,2023-02-08 06:50:34.496317850,order_placed
ORD_0100,9.0,0.0,2.071592045201661,10.788931859469876,0.0,19.14533249595111,1.0,3.2901751959795664,MCH_05,WRK_11,MAT_B,SHP_0100,2023-02-08 14:57:16.753532709,material_received
ORD_0101,2.0,1.0,9.400407851061532,3.5668313472496886,0.0,8.533978349818236,0.0,7.91081353657092,MCH_06,WRK_12,MAT_A,SHP_0101,2023-02-08 16:41:54.887845581,production_started
ORD_0102,9.0,1.0,9.537026847248113,7.5464205883734445,1.0,15.724542418023377,1.0,9.821755455340329,MCH_07,WRK_13,MAT_A,SHP_0102,2023-02-08 20:42:52.185799302,material_received
ORD_0103,1.0,0.0,2.0710204759246538,2.8221910981043283,1.0,10.690499238243563,0.0,1.2718547807354983,MCH_08,WRK_14,MAT_B,SHP_0103,2023-02-09 07:44:31.109431642,quality_check
ORD_0104,8.0,1.0,8.87569367794885,8.115829914730433,1.0,17.72188356474455,1.0,9.565163461559795,MCH_01,WRK_15,MAT_A,SHP_0104,2023-02-09 20:11:10.253709172,material_received
ORD_0105,8.0,0.0,2.9856407298710206,7.87374448299442,0.0,14.75094122971421,0.0,4.376246825133153,MCH_02,WRK_01,MAT_B,SHP_0105,2023-02-10 07:08:54.124537044,material_received
ORD_0106,8.0,1.0,9.114150835846532,8.295814069384722,1.0,19.1304317831166,0.0,10.646966657522897,MCH_03,WRK_02,MAT_A,SHP_0106,2023-02-10 17:57:55.591287814,order_placed
ORD_0107,7.0,1.0,9.603376440547247,6.858071522162225,1.0,12.765764769188346,1.0,9.058279299814592,MCH_04,WRK_03,MAT_A,SHP_0107,2023-02-11 03:04:40.752137392,production_started
ORD_0108,5.0,0.0,0.5,5.370797727240585,0.0,12.240817729408786,1.0,0.3441321144578588,MCH_05,WRK_04,MAT_B,SHP_0108,2023-02-11 12:13:02.484101062,order_placed
ORD_0109,8.0,1.0,9.327860569553348,6.0470725539585,1.0,12.761942932737956,0.0,9.348855096944126,MCH_06,WRK_05,MAT_A,SHP_0109,2023-02-11 19:03:20.383943896,quality_check
ORD_0110,3.0,0.0,1.2203286692695756,5.043098933195181,1.0,12.635758884814503,1.0,-0.10537813973319787,MCH_07,WRK_06,MAT_B,SHP_0110,2023-02-11 19:53:00.868899721,quality_check
ORD_0111,8.0,1.0,8.716782584240567,7.152494913715661,0.0,13.427655257704139,0.0,9.252620491226496,MCH_08,WRK_07,MAT_A,SHP_0111,2023-02-13 00:04:52.819762013,order_placed
ORD_0112,6.0,1.0,11.437748757573427,4.762774240122729,0.0,10.23213091804863,1.0,10.41674971034831,MCH_01,WRK_08,MAT_A,SHP_0112,2023-02-13 23:13:40.141243359,production_started
ORD_0113,5.0,0.0,2.2996207205046875,4.695676375570777,1.0,36.940590055328165,0.0,5.210398873115945,MCH_02,WRK_09,MAT_B,SHP_0113,2023-02-14 19:16:59.700593086,material_received
ORD_0114,6.0,1.0,10.480817742439095,5.535945640320432,1.0,11.677444295301605,0.0,9.879538780021457,MCH_03,WRK_10,MAT_A,SHP_0114,2023-02-15 01:13:07.061402460,material_received
ORD_0115,6.0,0.0,2.7842428666566295,5.198764601945107,0.0,8.561442145006396,0.0,2.25657054670659,MCH_04,WRK_11,MAT_B,SHP_0115,2023-02-15 08:51:05.659525121,quality_check
ORD_0116,1.0,0.0,2.886594305598452,2.7776498999572565,1.0,9.471836692236906,0.0,1.6148201299272014,MCH_05,WRK_12,MAT_B,SHP_0116,2023-02-15 10:39:43.203024615,material_received
ORD_0117,2.0,0.0,1.9407426707255218,3.7741931203327392,0.0,9.17885476980118,0.0,1.4532041815909094,MCH_06,WRK_13,MAT_B,SHP_0117,2023-02-15 12:52:39.979833371,production_started
ORD_0118,3.0,0.0,3.3851216095292243,1.6408005725447037,0.0,6.9566142108176034,1.0,2.5719142457956936,MCH_07,WRK_14,MAT_B,SHP_0118,2023-02-15 16:24:59.626104230,quality_check
ORD_0119,2.0,0.0,2.7773498388611944,2.285224090130983,0.0,8.474812425498005,0.0,1.2330869327943943,MCH_08,WRK_15,MAT_B,SHP_0119,2023-02-17 17:48:29.257620107,production_started
ORD_0120,5.0,0.0,2.1330679614418426,4.756895297312676,0.0,11.302684688239875,0.0,3.134739877313732,MCH_01,WRK_01,MAT_B,SHP_0120,2023-02-17 19:58:29.428532944,shipment_dispatched
ORD_0121,7.0,1.0,9.710631699566088,6.627854640430682,0.0,13.912196057055889,0.0,8.752049600099118,MCH_02,WRK_02,MAT_A,SHP_0121,2023-02-18 07:51:19.609960236,material_received
ORD_0122,7.0,1.0,9.39061406683,8.506317010582418,1.0,15.967798541782495,1.0,10.043929667925225,MCH_03,WRK_03,MAT_A,SHP_0122,2023-02-18 19:05:15.255431571,production_started
ORD_0123,5.0,0.0,2.141791347893101,4.386421348911477,1.0,13.137785880079948,0.0,1.9989937510809745,MCH_04,WRK_04,MAT_B,SHP_0123,2023-02-19 18:26:59.085561814,quality_check
ORD_0124,9.0,1.0,9.465119411930605,9.962412138687116,1.0,19.51062439808943,1.0,10.677433343169033,MCH_05,WRK_05,MAT_A,SHP_0124,2023-02-19 23:54:56.697533406,shipment_dispatched
ORD_0125,6.0,1.0,9.805226904989192,5.853790393037023,0.0,10.161239670232632,1.0,8.494804694815523,MCH_06,WRK_06,MAT_A,SHP_0125,2023-02-20 01:09:13.984315344,quality_check
ORD_0126,1.0,0.0,3.4919790411283715,3.571727700859878,1.0,12.038639723515805,1.0,2.93117435529594,MCH_07,WRK_07,MAT_B,SHP_0126,2023-02-20 05:09:13.984315344,material_received
ORD_0127,8.0,1.0,8.535828706433012,7.289043046355748,1.0,14.527658316396025,0.0,7.855764777589721,MCH_08,WRK_08,MAT_A,SHP_0127,2023-02-21 06:16:10.931466814,quality_check
ORD_0128,6.0,1.0,10.413883810807045,5.571918298619868,1.0,12.110739813580766,1.0,9.754820928858797,MCH_01,WRK_09,MAT_A,SHP_0128,2023-02-21 13:05:26.036224683,material_received
ORD_0129,7.0,1.0,9.205412413030986,6.777362665456505,0.0,14.772027332351774,1.0,9.353032866706336,MCH_02,WRK_10,MAT_A,SHP_0129,2023-02-21 15:23:38.570125581,quality_check
ORD_0130,6.0,1.0,10.515730518611845,7.292250716290269,0.0,13.87741173167905,0.0,10.48505131854749,MCH_03,WRK_11,MAT_A,SHP_0130,2023-02-21 18:09:49.782916412,quality_check
ORD_0131,6.0,1.0,9.233243709588672,6.158316344114568,0.0,10.864731898914581,1.0,8.572637916421698,MCH_04,WRK_12,MAT_A,SHP_0131,2023-02-22 09:23:33.682558175,order_placed
ORD_0132,1.0,0.0,2.4302029412322024,2.2092524872914483,1.0,8.336742282463025,1.0,1.4253999259650012,MCH_05,WRK_13,MAT_B,SHP_0132,2023-02-22 10:22:49.012053113,quality_check
ORD_0133,6.0,1.0,9.37292460096371,6.636697691432953,0.0,14.007347669315932,1.0,8.815824934540911,MCH_06,WRK_14,MAT_A,SHP_0133,2023-02-22 15:55:57.377703035,shipment_dispatched
